rus,en,matched
Чгизар,CHgizar,ჩინარ
Аидназ,Aidnaz,აინაზ
Асита,Asita,ასია
Ару,Aru,არზუ
Камецино,Kamecino,კატერინა
Михмак,Mihmak,მისაკ
Сйлейман-оглы,Sileiman-ogli,სულეიმანი
Абакар,Abakar,აბუკარ
Никонет,Nikonet,ნიკოლოზ
Шахруй,SHahrui,შახრი
Гено (Гвегве),Geno (Gvegve),გენო
Андрияз,Andriyaz,ანდრია
Анфаз,Anfaz,ანთაზ
Рожде,Rozhde,რაჟდენ
Июспик,Iyuspik,ლუსიკ
Щейник,SH'einik,სათენიკ
Сакдра,Sakdra,სანდრა
Хулейн,Hulein,ჰუსეინ
Гаслад,Gaslad,ასლან
Инанте,Inante,ივანე
Лидей,Lidei,ლიდერი
Мисжур,Miszhur,მუშურ
Семха,Semha,სემა
Шалта,SHalta,შალვა
Шолво,SHolvo,შალვა
Ефтил,Eftil,ემილ
Кадиен,Kadien,კარენ
Герадий,Geradii,გენადი
Ярсен,YArsen,არსენ
Гоез,Goez,გოგი
Медланин,Medlanin,მელანია
Агабок,Agabok,აგაბეკ
Тжампар,Tzhampar,ზაფარ
Нуродин,Nurodin,ნურადინ
Сандрико,Sandriko,სანდრიკ
Автоидин,Avtoidin,ავთანდილ
Эзьний,Eznii,აზნივ
Аскьяр,Askyar,ასკარ
Карапот,Karapot,კარაპეტ
Гореж,Gorezh,ვრეჟ
Эрос,Eros,ეროსი
Газили,Gazili,ვასილი
Мексет,Mekset,მეჰმეთ
Танро,Tanro,თამრო
Ленитос,Lenitos,ლენტო
Нафтали-оглы,Naftali-ogli,ნატალი
Джит,Dzhit,დავით
Наскада,Naskada,ნასყიდა
Саротон,Saroton,სარდიონ
Аре,Are,არევ
Аршонах,Arshonah,არსენა
Джоко,Dzhoko,ჟაკო
Патломи,Patlomi,ბათლომე
Бюрген,Byurgen,გურგენ
Аквенти (Сежти),Akventi (Sezhti),ვანცეტი
Прокпе,Prokpe,პროკლე
Сардит,Sardit,სარქის
Авуш,Avush,ანუშ
Смпат,Smpat,სმბატ
Фаров,Farov,დარო
Тернек,Ternek,თერანე
Бач,Bach,ბაჩო
Фаламас,Falamas,იასამან
Егето,Egeto,ქეთო
Катило,Katilo,კაკილო
Мургва,Murgva,მურვათ
Авесалюм,Avesalyum,აბესალომ
Фатей,Fatei,ფატი
Авапти,Avapti,აგაპი
Мелед,Meled,მემედ
Нусраддин,Nusraddin,ნურადდინ
Хфтиор,Hftior,არტიომ
Антондил,Antondil,ავთანდილ
Апрам,Apram,არამ
Понкяр,Ponkyar,დონარ
Сесо,Seso,სოსო
Етард,Etard,ეთარ
Ионос Мусса,Ionos Mussa,ინესსა
Биджа,Bidzha,ბიძინა
Зжалил,Zzhalil,ხალილ
Идико,Idiko,ინდიკო
Магаск,Magask,მალაკ
Имберги,Imbergi,იმბურგი
Илиха,Iliha,ილია
Куандык,Kuandik,კანდიტ
Слам,Slam,ისლამ
Шарли оглы,SHarli ogli,შალიკო
Урбан,Urban,კურბან
Хрестав,Hrestav,არესტაკ
Атари,Atari,ოთარი
Гичуц,Gichuc,გოჩა
Дусаври,Dusavri,გუსარი
Гигия,Gigiya,გიგია
Нестемин,Nestemin,ნესტან
Сайдул,Saidul,საიდა
Констандин,Konstandin,კონსტანტინ
Егозар,Egozar,ეგიზარ
Серанюн,Seranyun,სერაპიონ
Автанден,Avtanden,ავთანდილ
Дукимила,Dukimila,კამილა
Гришон,Grishon,გრიშა
Айвол,Aivol,აივაზ
Фомон,Fomon,რომან
Ролиб,Rolib,როლიკ
Паля,Palya,პაატა
Бронислав (Валентин),Bronislav (Valentin),კონსტანტინე
Законбек,Zakonbek,კახაბერ
Рива,Riva,რივა
Пакуин,Pakuin,პარვინ
Клавдийф,Klavdiif,კლავდია
Батрат,Batrat,ბაგრატ
Занада,Zanada,ზანდა
Исладор,Islador,ისიდორ
Веисел,Veisel,ვეისალ
Ангелоз,Angeloz,ანგელი
Рувим,Ruvim,რასიმ
Певрови,Pevrovi,პეტროსი
Жзика,ZHzika,ზიზიკო
Амбарик,Ambarik,ამბერკ
Исмена,Ismena,იმენა
Ашарп,Asharp,იაშარ
Гервам,Gervam,გერვას
Мишуша,Mishusha,მიტუშა
Ковандейзий,Kovandeizii,კანდიდი
Амзур,Amzur,ამურ
Мени,Meni,მეგი
Давелед,Daveled,პავლე
Крипель,Kripel,რიფეთ
Нсаия,Nsaiya,ნაილა
Орафе,Orafe,რანე
Котте,Kotte,კოტე
Канстантин (Константин),Kanstantin (Konstantin),კონსტანტინოს
Котен,Koten,კოტე
Ертаоз,Ertaoz,ერმალოზ
Саломон (Соломон),Salomon (Solomon),სოლომონ
Малег-оглы,Maleg-ogli,მაგნოლი
Мамигун,Mamigun,აიგუნ
Мурод оглы,Murod ogli,მურადი
Эиб-Али,Eib-Ali,ვიტალი
Ефель,Efel,ემილ
Аноподист,Anopodist,ანფისა
Гапрук,Gapruk,გარიკ
Моин,Moin,როინ
Валинак,Valinak,ვალინა
Цака,Caka,მაკა
Чалтын,CHaltin,ხატინ
Саникер,Saniker,სანიე
Абарцуло,Abarculo,აბასგულუ
Михайил,Mihaiil,მიხაილ
Шанбай,SHanbai,შანაი
Мулака,Mulaka,მაკა
Калактин,Kalaktin,სალატინ
Калли,Kalli,ბალლი
Мазит,Mazit,მაჯით
Кулмамед,Kulmamed,გულმამედ
Коуня,Kounya,კონა
Левтори,Levtori,ლევთერი
Жуха,ZHuha,ჟუნა
Тарверды,Tarverdi,თანრვერდი
Авменок,Avmenok,არმენაკ
Аланс,Alans,ალან
Клане,Klane,ხანე
Макуцаган,Makucagan,მანუჩარ
Уста,Usta,უტა
Бое,Boe,ნოე
Итико,Itiko,ტიტიკო
Каганет,Kaganet,კარაპეტ
Чахан-оглы,CHahan-ogli,ხაზანგული
Камат,Kamat,კამალ
Шпр.,SHpr.,შურა
Ныкин,Nikin,ნიკა
Николас,Nikolas,ნიკოლაი
Агасай,Agasai,აგასი
Мармут,Marmut,მამუდ
Нугас,Nugas,ნუგზარ
Афеси,Afesi,ალექსი
Бахчалы,Bahchali,ბახჩალი
Агасиш,Agasish,აგასი
Коржи,Korzhi,ჟორჟი
Нарымалий,Narimalii,ნარიმანი
Надзаш,Nadzash,დადაშ
Берасты,Berasti,ერასტი
Паван,Pavan,ფაგან
Шорси,SHorsi,შორეთ
Альюша,Alyusha,ალუშა
Седр,Sedr,სედა
Левстратий,Levstratii,ევსტაფი
Софик,Sofik,სონიკ
Гавреил,Gavreil,გავრილ
Сардлой,Sardloi,სარდიონ
Силимистро,Silimistro,სილიბისტრო
Дяно,Dyano,ძანო
Серпион,Serpion,სერაპიონ
Абисалим,Abisalim,აბესალომ
Отросий,Otrosii,ოქროპირ
Магомедюсуп,Magomedyusup,მაგომედ
Дарас,Daras,ტარას
Вечо,Vecho,ბოჩო
Брожан,Brozhan,ბეჟან
Ктар,Ktar,ოთარ
Алнан-оглы,Alnan-ogli,ანატოლი
Кабриел,Kabriel,გაბრიელ
Ермале,Ermale,ერმილე
Размазан,Razmazan,რამაზან
Каджия,Kadzhiya,ვაჟია
Ишиш.,Ishish.,უშიშა
Куниула,Kuniula,კენიულ
Шалга,SHalga,შალვა
Хетисо,Hetiso,ელისო
Анлетрох,Anletroh,ანეტო
Лигос,Ligos,იგორ
Арсак,Arsak,არტაკ
Нов,Nov,ნოე
Багаат,Bagaat,ბაგრატ
Нетанле,Netanle,ნესტან
Агоп.,Agop.,აკოპ
Муфты,Mufti,მეიტი
Магуди,Magudi,მაგული
Галаклон,Galaklon,გალაქტიონ
Кавей,Kavei,კავე
Решит-оглы,Reshit-ogli,რეშით
Баласан,Balasan,ბალასან
Аквелий,Akvelii,აველი
Кирима,Kirima,ირმა
Сардна,Sardna,სარანა
Бирзик,Birzik,პარზიკ
Валуман,Valuman,სალმან
Арменыс,Armenis,არმენი
Ахлимаджат-оглы,Ahlimadzhat-ogli,ალმასხანი
Ухадашар,Uhadashar,ხადიშათ
Аайдар,Aaidar,ჰაიდარ
Митико,Mitiko,მათიკო
Питику,Pitiku,ტიტიკო
Шавир,SHavir,შაქირ
Акакия (Акакий),Akakiya (Akakii),ამაიაკი
Исов,Isov,იგორ
Киязе,Kiyaze,კიაზო
Афрес.,Afres.,არეს
Санер,Saner,სანდრო
Ермаоз,Ermaoz,ერმალოზ
Артмалус,Artmalus,არშალუს
Охмед,Ohmed,ახმედ
Квац,Kvac,ევა
Даратня,Daratnya,ტარანა
Мухаметет,Muhametet,ჰამლეტ
Мадехад,Madehad,მადად
Али-Оглы,Ali-Ogli,ალიბეგი
Герецик,Gerecik,დერენიკ
Карнез,Karnez,კარპეზ
Гуа,Gua,გუა
Автадил,Avtadil,ავთანდილ
Митин,Mitin,მიტია
Еквтиве,Ekvtive,ექვთიმე
Эресто,Eresto,ერისტო
Навлут,Navlut,ნასლეტ
Эдикс,Ediks,ედიკ
Наос,Naos,ნანი
Наджи-Буреул-оглы,Nadzhi-Bureul-ogli,ნაზიბროლა
Биньямин,Binyamin,ბენიამინ
Вахтаней,Vahtanei,ვახტანგი
Луи,Lui,ლული
Тагаверды,Tagaverdi,ალავერდი
Барда,Barda,ბაგდა
Явус,YAvus,მარუს
Гдишер,Gdisher,ედიშერ
Даврет,Davret,დავით
Эдварды,Edvardi,ედვარდი
Шаликос,SHalikos,შალიკო
Аксид,Aksid,ასია
Шикирьян,SHikiryan,შირვან
Иип,Iip,ლია
Яркунь,YArkun,აიკუნ
Иродинти,Irodinti,იროდიონი
Дементия,Dementiya,დომენტი
Порфилий,Porfilii,პორფილე
Ловрентий,Lovrentii,ლავრენტი
Гере,Gere,გერა
Исраяп,Israyap,ირადა
Насис,Nasis,ნასიბ
Крима,Krima,რიმა
Сергсий,Sergsii,სერგეი
Агоник,Agonik,აგუნიკ
Мусыс,Musis,მასის
Софад.,Sofad.,სონა
Тила,Tila,თინა
Пония,Poniya,სონია
Сакател,Sakatel,საგატელ
Керси,Kersi,ლერი
Зурас,Zuras,ზურაბ
Кацук,Kacuk,ბაჩუკ
Мялитон Терид,Myaliton Terid,მელიტონი
Харзен,Harzen,არმენ
Киможе,Kimozhe,კიმოთე
Казин,Kazin,კაზიმ
Есан,Esan,რესან
Абдуллазас,Abdullazas,აბდულლა
Кожа,Kozha,კოჩა
Амрак,Amrak,ამრახ
Ечейсы,Echeisi,ეღიშ
Чемиль,CHemil,ემილ
Алеклиюман,Alekliyuman,ახლიმან
Калпион,Kalpion,კაპიტონ
Насвит,Nasvit,დავით
Арменат,Armenat,არმენაკ
Шалых,SHalih,შალი
Сесидрак,Sesidrak,სედრაკ
Мордак,Mordak,მარდან
Эмело,Emelo,ემელო
Гивений,Givenii,გოვენი
Митук,Mituk,მისაკ
Солосион,Solosion,სოლომონ
Ирмонай,Irmonai,ერმონა
Ан[...],An[...],ანზორ
Абранцун,Abrancun,არასთუნ
Айпор,Aipor,ანზორ
Кидыон,Kidion,აიდინ
Ома,Oma,ომარ
Пеодот,Peodot,ფეოდორ
Ашибов оглы,Ashibov ogli,შოველი
Джаниш,Dzhanish,აზგანუშ
Алло,Allo,ასლო
Пайра,Paira,ზაირა
Хадзумар,Hadzumar,არზუმან
Багдасаря,Bagdasarya,ბაგდასარ
Ердо,Erdo,ბერდო
Узейфа,Uzeifa,უზეირ
Влериан,Vlerian,ვალერიან
Николай (Коки),Nikolai (Koki),ნიკოლოზი
Тома (Тимофей),Toma (Timofei),ტიმოფეი
Героиний,Geroinii,გერონტი
Кларик,Klarik,კნარიკ
Крчо,Krcho,კოჩო
Мелий,Melii,მელიქ
Корпел,Korpel,კორნელ
Маигай,Maigai,მაიგა
Эльгибай,Elgibai,ელბაი
Гавар,Gavar,გამარ
Чегра,CHegra,ჩენკა
Ларо,Laro,ლადო
Гиляум,Gilyaum,ილგამ
Баллер,Baller,ვალერ
Куца,Kuca,კობა
Нурат,Nurat,ნურა
Мейдан оглы,Meidan ogli,მეიდანალი
Дора,Dora,დორა
